Batch	Source Language	ID	Type	Text	English MT	Arabic MT	Annotator ID	Bias	Propaganda	Comments
B07	English	2191	IAA	Israel Hamas War: Israel's Leader of Opposition Yair Lapid Speaks With NDTV | World EXCLUSIVE	Israel Hamas War: Israel's Leader of Opposition Yair Lapid Speaks With NDTV | World EXCLUSIVE	حرب حماس في إسرائيل: زعيم المعارضة الإسرائيلية يائير لابيد يتحدث مع قناة NDTV | العالم حصريا				
B07	English	2462	IAA	Chinese President Xi Jinping also called for an "international peace conference" to resolve the conflict between Israel and Hamas.	Chinese President Xi Jinping also called for an "international peace conference" to resolve the conflict between Israel and Hamas.	كما دعا الرئيس الصيني شي جين بينغ إلى عقد "مؤتمر سلام دولي" لحل الصراع بين إسرائيل وحماس.				
B07	English	2842	IAA	"No armed attack on a state territory no matter how serious ... can provide justification for or defend breaches of the convention," says South Africa's justice minister.	"No armed attack on a state territory no matter how serious ... can provide justification for or defend breaches of the convention," says South Africa's justice minister.	ويقول وزير العدل في جنوب أفريقيا: "لا يمكن لأي هجوم مسلح على أراضي دولة مهما كانت خطورته... أن يقدم مبرراً أو يدافع عن انتهاكات الاتفاقية".				
B07	English	2953	IAA	The Israeli-Hamas conflict has heightened tensions around West Asia, especially in areas where the U.S. military is currently deployed, including Iraq and Syria. On Thursday, a U.S. naval warship shot down missiles appearing to head toward Israel and American bases in Iraq and Syria were repeatedly targeted by drone attacks. The actions by the USS Carney, a naval destroyer off the coast of Yemen, potentially represented the first shots by the U.S. military in the defense of Israel in this conflict. A U.S. official told the AP that they don't believe the missiles — which were shot down over the water — were aimed at the U.S. warship. #CGTNAmerica	The Israeli-Hamas conflict has heightened tensions around West Asia, especially in areas where the U.S. military is currently deployed, including Iraq and Syria. On Thursday, a U.S. naval warship shot down missiles appearing to head toward Israel and American bases in Iraq and Syria were repeatedly targeted by drone attacks. The actions by the USS Carney, a naval destroyer off the coast of Yemen, potentially represented the first shots by the U.S. military in the defense of Israel in this conflict. A U.S. official told the AP that they don't believe the missiles — which were shot down over the water — were aimed at the U.S. warship. #CGTNAmerica	وقد أدى الصراع بين إسرائيل وحماس إلى تفاقم التوترات في جميع أنحاء غرب آسيا، وخاصة في المناطق التي ينتشر فيها الجيش الأمريكي حاليا، بما في ذلك العراق وسوريا. وفي يوم الخميس، أسقطت سفينة حربية تابعة للبحرية الأمريكية صواريخ كانت متجهة على ما يبدو نحو إسرائيل، وتم استهداف القواعد الأمريكية في العراق وسوريا بشكل متكرر بهجمات بطائرات بدون طيار. من المحتمل أن تكون التصرفات التي قامت بها المدمرة البحرية الأمريكية يو إس إس كارني قبالة سواحل اليمن، بمثابة الطلقات الأولى للجيش الأمريكي للدفاع عن إسرائيل في هذا الصراع. وقال مسؤول أمريكي لوكالة أسوشييتد برس إنهم لا يعتقدون أن الصواريخ – التي تم إسقاطها فوق الماء – كانت تستهدف السفينة الحربية الأمريكية. #CGTNAmerica				
B07	English	3061	IAA	Israel ordered cryptocurrency wallets associated with Hamas to be frozen, reported analytics platform Elliptic, citing a Hebrew language news source. The move was aimed at cutting off the Palestinian armed group Hamas’ blockchain-based funds, as per the Elliptic report. The crackdown comes soon after Hamas attacked Israel on Oct 7 killing 1,400 Israelis including soldiers and taking around 200 people hostage. Since then, Israeli air strikes have killed more than 4,700 people including children in Gaza. Is Hamas using crypto to fund its operations? How does Hamas use cryptocurrency to fund itself? Will this move by Israeli Prime Minister Benjamin Netanyahu drain the Palestinian armed group’s war chest? #IsraelHamasWar #Cryptocurrency #HamasFund #US #Hamas #Hezbollah #Gaza #Israel #Lebanon #War #GazaStrip #Attack #Netanyahu #Conflict #TelAviv #Palestine #IsraelGazaWar #MiddleEast #Geopolitics #WorldNews #IsraelPalestineConflict	Israel ordered cryptocurrency wallets associated with Hamas to be frozen, reported analytics platform Elliptic, citing a Hebrew language news source. The move was aimed at cutting off the Palestinian armed group Hamas’ blockchain-based funds, as per the Elliptic report. The crackdown comes soon after Hamas attacked Israel on Oct 7 killing 1,400 Israelis including soldiers and taking around 200 people hostage. Since then, Israeli air strikes have killed more than 4,700 people including children in Gaza. Is Hamas using crypto to fund its operations? How does Hamas use cryptocurrency to fund itself? Will this move by Israeli Prime Minister Benjamin Netanyahu drain the Palestinian armed group’s war chest? #IsraelHamasWar #Cryptocurrency #HamasFund #US #Hamas #Hezbollah #Gaza #Israel #Lebanon #War #GazaStrip #Attack #Netanyahu #Conflict #TelAviv #Palestine #IsraelGazaWar #MiddleEast #Geopolitics #WorldNews #IsraelPalestineConflict	أمرت إسرائيل بتجميد محافظ العملات المشفرة المرتبطة بحركة حماس، حسبما ذكرت منصة التحليلات Elliptic، نقلا عن مصدر إخباري باللغة العبرية. وكانت هذه الخطوة تهدف إلى قطع الأموال القائمة على بلوكتشين التابعة لجماعة حماس الفلسطينية المسلحة، وفقًا لتقرير Elliptic. وتأتي هذه الحملة بعد وقت قصير من هجوم حماس على إسرائيل في 7 أكتوبر مما أسفر عن مقتل 1400 إسرائيلي بينهم جنود واحتجاز حوالي 200 شخص كرهائن. ومنذ ذلك الحين، قتلت الغارات الجوية الإسرائيلية أكثر من 4700 شخص، بينهم أطفال، في غزة. هل تستخدم حماس العملات المشفرة لتمويل عملياتها؟ كيف تستخدم حماس العملة المشفرة لتمويل نفسها؟ هل ستستنزف هذه الخطوة التي قام بها رئيس الوزراء الإسرائيلي بنيامين نتنياهو صندوق حرب الجماعة الفلسطينية المسلحة؟ # IsraelHamasWar #Cryptocurrency #HamasFund #US #Hamas #Hezbollah #Gaza # Israel #Lebanon #War #GazaStrip #Attack #Netanyahu #Conflict #TelAviv #Palestine # IsraelGazaWar #MiddleEast #Geopolitics #WorldNews # IsraelPalestineConflict				
B07	English	4736	IAA	Palestinians trapped inside Gaza's biggest hospital were digging a mass grave on Tuesday to bury patients who died under Israeli encirclement, and said no plan was in place to evacuate babies despite Israel announcing an offer to send portable incubators. Hamas says 650 patients and 5,000-7,000 other displaced civilians are trapped inside the hospital grounds, under constant fire from snipers and drones. It says 40 patients have died in recent days, including three premature babies whose incubators were knocked out. https://www.gulf-times.com/article/671795/region/palestinians-dig-mass-grave-inside-israeli-encircled-gaza-hospital-no-plan-to-rescue-babies	Palestinians trapped inside Gaza's biggest hospital were digging a mass grave on Tuesday to bury patients who died under Israeli encirclement, and said no plan was in place to evacuate babies despite Israel announcing an offer to send portable incubators. Hamas says 650 patients and 5,000-7,000 other displaced civilians are trapped inside the hospital grounds, under constant fire from snipers and drones. It says 40 patients have died in recent days, including three premature babies whose incubators were knocked out. https://www.gulf-times.com/article/671795/region/palestinians-dig-mass-grave-inside-israeli-encircled-gaza-hospital-no-plan-to-rescue-babies	يحفر فلسطينيون محاصرون داخل أكبر مستشفى في غزة مقبرة جماعية اليوم الثلاثاء لدفن المرضى الذين توفوا تحت الحصار الإسرائيلي، وقالوا إنه لا توجد خطة لإجلاء الأطفال رغم إعلان إسرائيل عرضا لإرسال حاضنات متنقلة. وتقول حماس إن 650 مريضاً وما بين 5000 إلى 7000 مدني نازح آخرين محاصرون داخل أراضي المستشفى، تحت نيران مستمرة من القناصين والطائرات بدون طيار. وتقول إن 40 مريضاً توفوا في الأيام الأخيرة، من بينهم ثلاثة أطفال مبتسرين تعطلت حاضناتهم. https://www.gulf-times.com/article/671795/region/palestinians-dig-mass-grave-inside-israeli-encircled-gaza-hospital-no-plan-to-rescue-babies				
B07	English	10741	IAA	Netanyahu has not only declared his intention to destroy Hamas but also opposes the PA returning to govern Gaza after the war	Netanyahu has not only declared his intention to destroy Hamas but also opposes the PA returning to govern Gaza after the war	ولم يعلن نتنياهو عن نيته تدمير حماس فحسب، بل إنه يعارض أيضًا عودة السلطة الفلسطينية إلى حكم غزة بعد الحرب				
B07	English	11091	IAA	In Arab media, Hamas' attack has largely been portrayed as a legitimate act of resistance, though not every country's media equates the terror group in Gaza with the Palestinian people	In Arab media, Hamas' attack has largely been portrayed as a legitimate act of resistance, though not every country's media equates the terror group in Gaza with the Palestinian people	في وسائل الإعلام العربية، تم تصوير هجوم حماس إلى حد كبير على أنه عمل مشروع من أعمال المقاومة، على الرغم من أن وسائل الإعلام في كل دولة لا تساوي بين الجماعة الإرهابية في غزة والشعب الفلسطيني.				
B07	Arabic	267	IAA	عاجل | "حمـ.ـاس": "فصائل المقاومة الفلسطينية تؤكد على وقف العدوان وانسحاب قوات الاحتلال من القطاع قبل تبادل الأسرى"	Urgent | Hamas: “The Palestinian resistance factions stress the cessation of the aggression and the withdrawal of the occupation forces from the Gaza Strip before the exchange of prisoners.”	عاجل | "حمـ.ـاس": "فصائل المقاومة الفلسطينية تؤكد على وقف العدوان وانسحاب قوات الاحتلال من القطاع قبل تبادل الأسرى"				
B07	Arabic	388	IAA	رئيس الوزراء الإسرائيلي يزور #غزة في "وقت الهدنة" مع #حماس.. ورئيس منتدى الشرق الأوسط للدراسات السياسية والاستراتيجية: "#نتنياهو لا يفوت فرصة لالتقاط الصور.. لرفع أسهمه المتهاوية سياسياً" #فلسطين #إسرائيل #الحدث	The Israeli Prime Minister visits #Gaza during the “truce time” with #Hamas.. and the head of the Middle East Forum for Political and Strategic Studies: “#Netanyahu does not miss an opportunity to take pictures...to raise his politically collapsing stocks” #Palestine #Israel #Event	رئيس الوزراء الإسرائيلي يزور #غزة في "وقت الهدنة" مع #حماس.. ورئيس منتدى الشرق الأوسط للدراسات السياسية والاستراتيجية: "#نتنياهو لا يفوت فرصة لالتقاط الصور.. لرفع أسهمه المتهاوية سياسياً" #فلسطين #إسرائيل #الحدث				
B07	Arabic	869	IAA	رئيس الوزراء الإسرائيلي نتنياهو يتوعد بالرد على النيران بنيران أقوى في إشارة منه إلى "حماس" وأضاف نتنياهو، خلال جولة تفقديه لقواته في غزة، أنه سيعيد الأمن إلى بلاده في الشمال والجنوب، مكررا القول إن "هدف المعركة هو القضاء على حماس" وفق تعبيره #الأخبار #حرب_غزة	Israeli Prime Minister Netanyahu vowed to respond to the fire with stronger fire, in reference to “Hamas.” Netanyahu added, during an inspection tour of his forces in Gaza, that he would restore security to his country in the north and south, repeating that “the goal of the battle is to eliminate Hamas,” as he put it # News #Gaza_War	رئيس الوزراء الإسرائيلي نتنياهو يتوعد بالرد على النيران بنيران أقوى في إشارة منه إلى "حماس" وأضاف نتنياهو، خلال جولة تفقديه لقواته في غزة، أنه سيعيد الأمن إلى بلاده في الشمال والجنوب، مكررا القول إن "هدف المعركة هو القضاء على حماس" وفق تعبيره #الأخبار #حرب_غزة				
B07	Arabic	1162	IAA	وزير الخارجية الإسرائيلي: ⭕️ يجب أن نتأكد من أن #الأونروا لن تكون جزءا من اليوم التالي للحرب في #غزة ⭕️ يجب على الأمم المتحدة أن تطرد على الفور رؤساء الأونروا والعديد من موظفي الوكالة هم أعضاء في حـ.ماس ⭕️ نطالب بالتحقيق الكامل والشفاف في الأحداث بشأن مشاركة موظفي الأونروا في السابع من أكتوبر	Israeli Foreign Minister: ⭕️ We must ensure that #UNRWA will not be part of the day after the war in #Gaza ⭕️ The United Nations must immediately expel the heads of UNRWA and many of the agency’s employees are members of Hamas ⭕️ We demand a full and transparent investigation into the events Regarding the participation of UNRWA employees on October 7th	وزير الخارجية الإسرائيلي: ⭕️ يجب أن نتأكد من أن #الأونروا لن تكون جزءا من اليوم التالي للحرب في #غزة ⭕️ يجب على الأمم المتحدة أن تطرد على الفور رؤساء الأونروا والعديد من موظفي الوكالة هم أعضاء في حـ.ماس ⭕️ نطالب بالتحقيق الكامل والشفاف في الأحداث بشأن مشاركة موظفي الأونروا في السابع من أكتوبر				
B07	Arabic	1730	IAA	وزير الدفاع الإسرائيلي: 🔴 انتهت مرحلة العمليات في شمال #غزة بـ 3 شهور كما وعدنا 🔴 الحرب طويلة ولن نوقفها حتى تحقيق الهدف بالقضاء على #حماس 🔴 مدينة السنوار جنوب غزة تحت الأرض "تنهار" #الحدث_عاجل	Israeli Defense Minister: 🔴 The phase of operations in northern #Gaza ended in 3 months, as promised 🔴 The war is long and we will not stop it until we achieve the goal of eliminating #Hamas 🔴 The underground city of Sinwar, south of Gaza, “collapses” #Urgent_event	وزير الدفاع الإسرائيلي: 🔴 انتهت مرحلة العمليات في شمال #غزة بـ 3 شهور كما وعدنا 🔴 الحرب طويلة ولن نوقفها حتى تحقيق الهدف بالقضاء على #حماس 🔴 مدينة السنوار جنوب غزة تحت الأرض "تنهار" #الحدث_عاجل				
B07	Arabic	1759	IAA	تعليقا على مقترح وزير الخارجية الإسرائيلي لإنشاء جزيرة صناعية لإيواء الفلسطينيين بدلا من قطاع غزة.. القيادي في حركة حماس أسامة حمدان: هذا منطق من لا وطن له، وذلك يؤكد أنهم لا ينتمون إلى هذه الأرض ولا يعرفون قيمتها، لكن شعبنا عاش على هذه الأرض منذ أن عرفت البشرية الحضارة ولن يرحل عنها #حرب_غزة #الأخبار	Commenting on the Israeli Foreign Minister’s proposal to create an artificial island to house the Palestinians instead of the Gaza Strip... Hamas leader Osama Hamdan: This is the logic of those who have no homeland, and it confirms that they do not belong to this land and do not know its value, but our people have lived on this land since If humanity knew civilization and would not leave it #Gaza_War #News	تعليقا على مقترح وزير الخارجية الإسرائيلي لإنشاء جزيرة صناعية لإيواء الفلسطينيين بدلا من قطاع غزة.. القيادي في حركة حماس أسامة حمدان: هذا منطق من لا وطن له، وذلك يؤكد أنهم لا ينتمون إلى هذه الأرض ولا يعرفون قيمتها، لكن شعبنا عاش على هذه الأرض منذ أن عرفت البشرية الحضارة ولن يرحل عنها #حرب_غزة #الأخبار				
B07	Arabic	1769	IAA	صحيفة يديعوت أحرونوت تقول إن الجيش الإسرائيلي فوجئ بحجم شبكة الأنفاق التي بنتها الفصائل الفلسطينية في قطاع غزة، والتي فاقت التقديرات الإسرائيلية قبل الحرب بنحو 600% وكان تحقيق نشرته يديعوت أحرونوت أشار إلى أن معظم الأجهزة الأمنية الإسرائيلية كان لديها تقديران بشأن عدد أنفاق حماس في غزة بداية الاجتياح البري للقطاع، الأول يشير إلى وجود نحو 100 إلى 200 كم من الأنفاق تحت غزة، والثاني أنه من نهاية عام 2020 لم يكن لديها أي نفق هجومي باتجاه المستوطنات في غلاف غزة، لكنه اكتشف خطأ تلك التقديرات خلال العملية البرية في غزة	Yedioth Ahronoth newspaper says that the Israeli army was surprised by the size of the network of tunnels built by the Palestinian factions in the Gaza Strip, which exceeded Israeli estimates before the war by about 600%. An investigation published by Yedioth Ahronoth indicated that most of the Israeli security services had two estimates regarding the number of Hamas tunnels in Gaza initially. The ground invasion of the Strip, the first indicates the presence of about 100 to 200 km of tunnels under Gaza, and the second is that since the end of 2020 it did not have any attack tunnel towards the settlements in the Gaza envelope, but it was discovered that these estimates were wrong during the ground operation in Gaza.	صحيفة يديعوت أحرونوت تقول إن الجيش الإسرائيلي فوجئ بحجم شبكة الأنفاق التي بنتها الفصائل الفلسطينية في قطاع غزة، والتي فاقت التقديرات الإسرائيلية قبل الحرب بنحو 600% وكان تحقيق نشرته يديعوت أحرونوت أشار إلى أن معظم الأجهزة الأمنية الإسرائيلية كان لديها تقديران بشأن عدد أنفاق حماس في غزة بداية الاجتياح البري للقطاع، الأول يشير إلى وجود نحو 100 إلى 200 كم من الأنفاق تحت غزة، والثاني أنه من نهاية عام 2020 لم يكن لديها أي نفق هجومي باتجاه المستوطنات في غلاف غزة، لكنه اكتشف خطأ تلك التقديرات خلال العملية البرية في غزة				
B07	Arabic	1846	IAA	عاجل | "نيويورك تايمز" عن مسؤولين أمريكيين وإسرائيليين: نطاق وعمق وجودة الأنفاق التي بنتها "حـ.ماس" في قطاع غزة أذهلتنا	Urgent | The New York Times, citing American and Israeli officials: The scope, depth, and quality of the tunnels built by Hamas in the Gaza Strip astounded us.	عاجل | "نيويورك تايمز" عن مسؤولين أمريكيين وإسرائيليين: نطاق وعمق وجودة الأنفاق التي بنتها "حـ.ماس" في قطاع غزة أذهلتنا				
B07	Arabic	1856	IAA	وزير التراث الإسرائيلي: إذا توقفت الحرب فإن حزبنا سينسحب من الحكومة #حرب_غزة	Israeli Heritage Minister: If the war stops, our party will withdraw from the government #Gaza_War	وزير التراث الإسرائيلي: إذا توقفت الحرب فإن حزبنا سينسحب من الحكومة #حرب_غزة				
B07	Arabic	1869	IAA	عاجل | القناة 13 الإسرائيلية عن مسؤولين أمنيين كبار: نخشى أن تكون هناك إعادة تجميع لمقاتلي حماس في شمال قطاع غزة	Urgent | Israeli Channel 13, citing senior security officials: We fear that there will be a regrouping of Hamas fighters in the northern Gaza Strip.	عاجل | القناة 13 الإسرائيلية عن مسؤولين أمنيين كبار: نخشى أن تكون هناك إعادة تجميع لمقاتلي حماس في شمال قطاع غزة				
B07	Arabic	1874	IAA	🔴 الناشطة الفلسطينية #عهد_التميمي تتفاعل مع الترحيب بها بعد إطلاق سراحها في إطار صفقة تبادل الأسرى بين #حماس وإسرائيل 🔴 تعد التميمي (22 عاما) واحدة من أبرز الفلسطينيين الذين اعتقلتهم #إسرائيل منذ 7 أكتوبر على إثر هجوم حركة حماس 🔴 ومنذ هجوم حماس في 7 أكتوبر، تشن إسرائيل حملة اعتقالات في مختلف أنحاء #الضفة_الغربية 🔴 وبحسب نادي الأسير الفلسطيني، فإن عدد الذين اعتقلتهم إسرائيل منذ اندلاع الحرب تجاوز 3000 معتقل، وهو رقم أعلى من تقديرات الجيش الإسرائيلي الذي يقول إن عدد المعتقلين في الضفة الغربية بلغ 1800 شخص. #أخبار_الآن #غزة	🔴 Palestinian activist #Ahed_Tamimi interacts with the welcome after her release as part of the prisoner exchange deal between #Hamas and Israel 🔴 Al-Tamimi (22 years old) is one of the most prominent Palestinians who have been arrested by #Israel since October 7 following the Hamas attack 🔴 And since the Hamas attack on 7 October, Israel launches an arrest campaign throughout the #WestBank 🔴 According to the Palestinian Prisoners’ Club, the number of those arrested by Israel since the outbreak of the war has exceeded 3,000 detainees, a number higher than the estimates of the Israeli army, which says that the number of detainees in the West Bank has reached 1,800 people. #News_Now #Gaza	🔴 الناشطة الفلسطينية #عهد_التميمي تتفاعل مع الترحيب بها بعد إطلاق سراحها في إطار صفقة تبادل الأسرى بين #حماس وإسرائيل 🔴 تعد التميمي (22 عاما) واحدة من أبرز الفلسطينيين الذين اعتقلتهم #إسرائيل منذ 7 أكتوبر على إثر هجوم حركة حماس 🔴 ومنذ هجوم حماس في 7 أكتوبر، تشن إسرائيل حملة اعتقالات في مختلف أنحاء #الضفة_الغربية 🔴 وبحسب نادي الأسير الفلسطيني، فإن عدد الذين اعتقلتهم إسرائيل منذ اندلاع الحرب تجاوز 3000 معتقل، وهو رقم أعلى من تقديرات الجيش الإسرائيلي الذي يقول إن عدد المعتقلين في الضفة الغربية بلغ 1800 شخص. #أخبار_الآن #غزة				
B07	Arabic	1887	IAA	لماذا لا تطالب جنوب إفريقيا قرارا ضد حماس في محكمة العدل الدولية؟.. الفريق القانوني لجنوب إفريقيا يجيب #حرب_غزة #الأخبار	Why doesn't South Africa demand a decision against Hamas in the International Court of Justice?.. South Africa's legal team answers #Gaza_War #News	لماذا لا تطالب جنوب إفريقيا قرارا ضد حماس في محكمة العدل الدولية؟.. الفريق القانوني لجنوب إفريقيا يجيب #حرب_غزة #الأخبار				
B07	Arabic	3682	IAA	الأمين العام للأمم المتحدة: أناشد "حماس" إطلاق سراح الرهائن دون شرط وأحث إسرائيل على السماح بالوصول الفوري للمساعدات إلى #غزة #تضامناً_مع_فلسطين #In_solidarity_with_Palestine	The Secretary-General of the United Nations: I call on Hamas to release the hostages unconditionally and urge Israel to allow immediate aid access to #Gaza #In_solidarity_with_Palestine #In_solidarity_with_Palestine	الأمين العام للأمم المتحدة: أناشد "حماس" إطلاق سراح الرهائن دون شرط وأحث إسرائيل على السماح بالوصول الفوري للمساعدات إلى #غزة #تضامناً_مع_فلسطين #In_solidarity_with_Palestine				
B07	Arabic	4187	IAA	#حماس ليست بعربية او اسلامية هذه الجرائم التي لاتغتفر لا تفعلها "مقاومة" انما يفعلها وحوش تحدوهم كراهية الإنسان اغتصبوا نساء اسرائيليات قتلوا نساء اسرائيليات اختطفوا نساء اسرائيليات اغتصبوا نساء اسرائيليات قتلوا نساء اسرائيليات اختطفوا نساء اسرائيليات اغتصبوا نساء اسرائيليات قتلوا نساء اسرائيليات اختطفوا نساء اسرائيليات يجب تحرير #غزة غزة من حماس #حماس_داعش #حماس_ارهابية	#Hamas is not Arab or Islamic. These unforgivable crimes are not committed by the “resistance” but by monsters motivated by human hatred. They raped Israeli women. They killed Israeli women. They kidnapped Israeli women. They raped Israeli women. They killed Israeli women. They kidnapped Israeli women. They raped Israeli women. They killed Israeli women. They kidnapped Israeli women. They must be liberated. #Gaza Gaza from Hamas #Hamas_ISIS #Hamas_terrorism	#حماس ليست بعربية او اسلامية هذه الجرائم التي لاتغتفر لا تفعلها "مقاومة" انما يفعلها وحوش تحدوهم كراهية الإنسان اغتصبوا نساء اسرائيليات قتلوا نساء اسرائيليات اختطفوا نساء اسرائيليات اغتصبوا نساء اسرائيليات قتلوا نساء اسرائيليات اختطفوا نساء اسرائيليات اغتصبوا نساء اسرائيليات قتلوا نساء اسرائيليات اختطفوا نساء اسرائيليات يجب تحرير #غزة غزة من حماس #حماس_داعش #حماس_ارهابية				
B07	Arabic	6017	IAA	نشر الجيش الإسرائيلي الاثنين لقطات تظهر ما زعم أنها "عشرات الأسلحة والأجهزة العسكرية في منطقة غزة البحرية" استخدمها مسلحو حماس. للمزيد https://bit.ly/3QEqZk8:=:https://arabic.euronews.com/2023/11/13/gaza-israel-hamas-war-hospital-netanyahu-biden-us-hezbollah-egypt-un وجاء في بيان الجيش الإسرائيلي: "خلال عمليات البحث التي أجرتها وحدة المهام تحت الماء، تم العثور على عدد كبير من الأسلحة التي استخدمتها حماس الإرهابية في محاولاتها للتسلل إلى الأراضي الإسرائيلية".	The Israeli army on Monday released footage showing what it claimed were “dozens of weapons and military equipment in the Gaza maritime area” used by Hamas militants. For more https://bit.ly/3QEqZk8 ==: https://arabic.euronews.com/2023/11/13/gaza-israel-hamas-war-hospital-netanyahu-biden-us-hezbollah-egypt-un The Israeli army statement said: “During searches conducted by the underwater task unit, a large number of weapons were found that were used by the terrorist Hamas in its attempts to infiltrate Israeli territory.”	نشر الجيش الإسرائيلي الاثنين لقطات تظهر ما زعم أنها "عشرات الأسلحة والأجهزة العسكرية في منطقة غزة البحرية" استخدمها مسلحو حماس. للمزيد https://bit.ly/3QEqZk8:=:https://arabic.euronews.com/2023/11/13/gaza-israel-hamas-war-hospital-netanyahu-biden-us-hezbollah-egypt-un وجاء في بيان الجيش الإسرائيلي: "خلال عمليات البحث التي أجرتها وحدة المهام تحت الماء، تم العثور على عدد كبير من الأسلحة التي استخدمتها حماس الإرهابية في محاولاتها للتسلل إلى الأراضي الإسرائيلية".				
B07	Arabic	6490	IAA	صور من غزة.. #غزة #إسرائيل #حماس #حزب_الله #مستشفى_الشفاء لمتابعة آخر التطورات يرجى متابعة رابط التغطية المباشرة https://bit.ly/3QEqZk8:=:https://arabic.euronews.com/2023/11/13/gaza-israel-hamas-war-hospital-netanyahu-biden-us-hezbollah-egypt-un	Pictures from Gaza.. #Gaza #Israel #Hamas #Hezbollah #Al-Shifa_Hospital To follow the latest developments, please follow the direct coverage link https://bit.ly/3QEqZk8 ==: https://arabic.euronews.com/2023/11/13 /gaza-israel-hamas-war-hospital-netanyahu-biden-us-hezbollah-egypt-un	صور من غزة.. #غزة #إسرائيل #حماس #حزب_الله #مستشفى_الشفاء لمتابعة آخر التطورات يرجى متابعة رابط التغطية المباشرة https://bit.ly/3QEqZk8:=:https://arabic.euronews.com/2023/11/13/gaza-israel-hamas-war-hospital-netanyahu-biden-us-hezbollah-egypt-un				
B07	Arabic	11026	IAA	هاجم مندوب إسرائيل الأممي جلعاد أردان، الأحد، #الأمم_المتحدة ووكالاتها بقوله إن عديداً من العاملين في الأونروا في #غزة هم أنفسهم أعضاء في #حماس. وكان أردان اتهم الأمين العام للأمم المتحدة أنطونيو غوتيريش، في وقت سابق، بـ"فقْده بوصلته الأخلاقية" على خلفية انتقاده القصف الإسرائيلي لغزة.	On Sunday, Israel's UN representative, Gilad Erdan, attacked the #United_Nations and its agencies, saying that many of UNRWA's workers in #Gaza are themselves members of #Hamas. Erdan had previously accused United Nations Secretary-General Antonio Guterres of "losing his moral compass" against the backdrop of his criticism of the Israeli bombing of Gaza.	هاجم مندوب إسرائيل الأممي جلعاد أردان، الأحد، #الأمم_المتحدة ووكالاتها بقوله إن عديداً من العاملين في الأونروا في #غزة هم أنفسهم أعضاء في #حماس. وكان أردان اتهم الأمين العام للأمم المتحدة أنطونيو غوتيريش، في وقت سابق، بـ"فقْده بوصلته الأخلاقية" على خلفية انتقاده القصف الإسرائيلي لغزة.				
B07	Arabic	14452	IAA	إسماعيل هنية: حماس تلقت دعوة لوقف إطلاق النار في غزة	Ismail Haniyeh: Hamas received a call for a ceasefire in Gaza	إسماعيل هنية: حماس تلقت دعوة لوقف إطلاق النار في غزة				
B07	Arabic	14620	IAA	تفنيد | جهود إسرائيلية لنشرِ الادعاءات الزائفة بشأن الأسرى الذين أفرجت عنهم حماس	Refutation | Israeli efforts to spread false allegations regarding the prisoners released by Hamas	تفنيد | جهود إسرائيلية لنشرِ الادعاءات الزائفة بشأن الأسرى الذين أفرجت عنهم حماس				
B07	Arabic	42793	IAA	رئيس المكتب السياسي لحركة "حماس" إسماعيل #هنية يشيد بالمواقف العربية والإسلامية الرافضة لـ #تهجير الغزيين، ويدعو جماهير الأمة العربية إلى نفير عام يوم الجمعة http://v.aa.com.tr/3026645:=:https://v.aa.com.tr/3026645	Head of the Political Bureau of the Hamas movement, Ismail Haniyeh, praises the Arab and Islamic positions rejecting the displacement of Gazans, and calls on the masses of the Arab nation for a general rally on Friday http://v.aa.com.tr/3026645 :=: https://v .aa.com.tr/3026645	رئيس المكتب السياسي لحركة "حماس" إسماعيل #هنية يشيد بالمواقف العربية والإسلامية الرافضة لـ #تهجير الغزيين، ويدعو جماهير الأمة العربية إلى نفير عام يوم الجمعة http://v.aa.com.tr/3026645:=:https://v.aa.com.tr/3026645				
B07	French	351	IAA	On reçoit Abdelali Mamoun, imam de la Grande Mosquée de Paris. Il revient sur ses propos chocs concernant le Hamas, Israël et les actes antis***tes perpétrés en France !	We welcome Abdelali Mamoun, imam of the Grand Mosque of Paris. He returns to his shocking remarks concerning Hamas, Israel and the anti-s*** acts perpetrated in France!	نرحب بعبد العالي مأمون، إمام المسجد الكبير في باريس. ويعود إلى تصريحاته الصادمة فيما يتعلق بحماس وإسرائيل والأعمال المناهضة لل*** التي ترتكب في فرنسا!				
B07	French	427	IAA	Le droit à la défense n'est pas le droit à la vengeance. 5000 morts civils à Gaza dont des centaines d'enfants. Des journalistes, secouristes, enseignants, soignants tués par les bombes israéliennes. Qu'ont-ils fait pour mériter cela ? Quand arrêtera-t-on ce massacre ?	The right to defense is not the right to revenge. 5,000 civilian deaths in Gaza including hundreds of children. Journalists, rescuers, teachers, caregivers killed by Israeli bombs. What did they do to deserve this? When will we stop this massacre?	حق الدفاع ليس حق الانتقام. 5000 قتيل مدني في غزة بينهم مئات الأطفال. الصحفيون وعمال الإنقاذ والمعلمون ومقدمو الرعاية الذين قتلوا بالقنابل الإسرائيلية. ماذا فعلوا ليستحقوا هذا؟ متى سنوقف هذه المذبحة؟				
B07	French	561	IAA	Gaza : un génocide n'est pas une « réponse disproportionnée ». C'est un crime contre l'Humanité.	Gaza: genocide is not a “disproportionate response”. It is a crime against humanity.	غزة: الإبادة الجماعية ليست "رداً غير متناسب" إنها جريمة ضد الإنسانية.				
