batch	source_language	id	type	team_name	sheet_type	annotator_id	task	label	Notes
B03	French	637	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	645	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	671	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	686	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	699	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	707	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	708	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	712	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	719	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	764	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	775	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	French	777	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	861	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	955	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	988	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	996	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1022	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1101	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1131	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1146	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1151	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1154	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1161	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1162	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1164	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1166	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1168	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1176	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1177	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1178	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1181	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1184	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1190	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1193	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1196	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1199	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1201	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1202	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	French	1204	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1208	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B03	French	1210	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1211	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1213	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1216	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B03	French	1219	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1222	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1223	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1230	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1233	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1234	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B03	French	1235	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1236	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1246	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1250	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1257	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1258	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1261	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	French	1264	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1268	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1271	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1280	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1286	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1288	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B03	French	1289	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1294	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1295	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1298	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1354	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1376	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1428	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1444	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1446	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1451	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1473	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1504	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1529	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	1534	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1547	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1580	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1596	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1597	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1600	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1624	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1700	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1732	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1737	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1763	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1786	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1808	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1813	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B03	French	1814	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1845	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1849	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1856	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1868	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1891	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	1892	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1964	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	1979	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	2017	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	2021	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	2090	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	2097	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	2187	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3055	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3070	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3135	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3250	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	3427	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3494	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3581	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3608	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3625	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3689	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	3722	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	4045	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	4196	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	4384	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	4547	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	4804	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	5019	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	5021	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	5195	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	5196	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	5288	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	5521	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B03	French	5726	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	5808	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	5861	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	6087	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	6606	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	6918	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	6919	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	7454	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	7507	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	7595	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	8012	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	French	8434	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	8565	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	8620	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	8743	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	8802	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	French	8863	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	8882	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	9010	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	French	9349	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B03	French	9454	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hebrew	44	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	51	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	53	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	54	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	71	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	142	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	171	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hebrew	173	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	183	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	190	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	201	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	206	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	223	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	232	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	233	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	241	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	249	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	250	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	266	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	267	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	268	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	271	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	273	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	281	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	285	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	287	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	290	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	291	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	293	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	295	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	306	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	316	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	324	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	326	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	337	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	341	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	362	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	371	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	382	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	406	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	417	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	424	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	453	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hebrew	484	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	639	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hebrew	709	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	722	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	745	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	768	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	820	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	856	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	891	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1274	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1276	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1283	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1284	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1285	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1286	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1291	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1294	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1295	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1297	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1303	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1306	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1309	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1310	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1318	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1325	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1327	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1328	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1329	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1337	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1342	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1350	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1351	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1352	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1355	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1358	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1362	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1366	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	1368	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	1369	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4466	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4469	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4485	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4499	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4500	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4503	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hebrew	4513	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4518	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4548	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4549	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4552	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4555	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4563	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4568	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4574	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4577	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4598	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4725	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4727	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4737	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4765	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4800	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4801	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4807	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4828	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4841	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4846	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4853	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4871	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4896	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4902	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4903	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4911	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	4923	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4928	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	4981	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5005	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5009	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5015	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5021	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5056	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	5064	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5081	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5101	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	5131	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	5138	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	5278	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	5374	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	5412	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	7275	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	7509	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	7794	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10767	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10771	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10781	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10784	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10786	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10791	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10795	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10805	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10815	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10828	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10844	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10858	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10878	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10902	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10905	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10906	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10920	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10931	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10938	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10943	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10946	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10948	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10950	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10952	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	10956	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	10961	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11053	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11173	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11183	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11197	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11210	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11217	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11224	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11264	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11266	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11277	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11409	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11433	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11521	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	11607	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11726	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11762	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11811	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	11971	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hebrew	12457	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hebrew	12512	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	57	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	64	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	67	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	70	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	77	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	Hindi	81	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hindi	83	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	84	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hindi	93	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	101	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	104	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	108	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	113	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	Hindi	114	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	124	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	135	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	143	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	151	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hindi	157	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	160	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	165	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	169	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	172	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	188	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	197	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	200	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	205	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hindi	362	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	369	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	Hindi	376	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	379	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	Hindi	386	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	418	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	426	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B03	Hindi	432	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	436	MAIN	SQUad	MAIN	2	Bias	Unclear	
B03	Hindi	438	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B03	Hindi	453	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B03	Hindi	460	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
