Batch	Source Language	ID	Type	Text	English MT	Arabic MT	Annotator ID	Bias	Propaganda	Comments
B05	French	573	MAIN	Des vidéos montrant des dizaines de Palestiniens en sous-vêtements, les yeux bandés, détenus par l'armée israélienne dans la bande de Gaza, ont provoqué une vive polémique sur les réseaux sociaux	Videos showing dozens of Palestinians in underwear, blindfolded, detained by the Israeli army in the Gaza Strip, have provoked heated controversy on social networks	أثارت مقاطع فيديو تظهر عشرات الفلسطينيين بالملابس الداخلية، معصوبي الأعين، معتقلين من قبل الجيش الإسرائيلي في قطاع غزة، جدلا ساخنا على مواقع التواصل الاجتماعي.				
B11	English	573	MAIN	GOOD FOR THE ENTIRE WORLD': Mike Pompeo reacts to the Israel-Hamas temporary cease-fire, arguing he's "confident" that Israel will successfully eliminate Hamas.	GOOD FOR THE ENTIRE WORLD': Mike Pompeo reacts to the Israel-Hamas temporary cease-fire, arguing he's "confident" that Israel will successfully eliminate Hamas.	جيد للعالم أجمع: رد مايك بومبيو على وقف إطلاق النار المؤقت بين إسرائيل وحماس، قائلاً إنه "واثق" من أن إسرائيل ستنجح في القضاء على حماس.				
B01	French	574	MAIN	Ne vous laissez pas duper par le Hamas.	Don't let Hamas fool you.	لا تدع حماس تخدعك.				
B04	Hebrew	574	MAIN	בני משפחת קוץ נהרגו יחד בבית בכפר עזה, נמצאו מחובקים יחד במיטה, וגם נקברו יחד – ההורים לבנת ואביב, והילדים רותם, יונתן ויפתח. עם ישראל לא ישכח את ולא יסלח לעולם על הזוועות האלה.	The members of the Kotz family were killed together in a house in Kfar Gaza, were found hugging together in bed, and were also buried together - the parents Livnat and Aviv, and the children Rotem, Yonatan and Petah. The people of Israel will never forget and never forgive these atrocities.	قُتل أفراد عائلة كوتز معًا في منزل في كفار غزة، وتم العثور عليهم متعانقين معًا في السرير، ودُفنوا معًا أيضًا - الوالدان ليفنات وأبيب، والأطفال روتم، يوناتان وبيتاح. إن شعب إسرائيل لن ينسى ولن يغفر أبدا هذه الفظائع.				
B05	English	574	MAIN	About 1 in 100 people in Gaza has been killed since October 7, Palestinian statistics show.	About 1 in 100 people in Gaza has been killed since October 7, Palestinian statistics show.	وتشير الإحصاءات الفلسطينية إلى أن نحو واحد من كل 100 شخص في غزة قُتل منذ السابع من أكتوبر/تشرين الأول.				
B10	French	575	MAIN	« Le Qatar est le sponsor historique du Hamas, à la demande du gouvernement d’Israël et des États-Unis (…) C’est un jeu ou chacun joue l’hypocrisie. Ils y sont tous responsables », selon Alain Bauer ➡️Le professeur de criminologie, auteur de "Au bout de l’enquête. Les plus grandes affaires criminelles passées au crible" était l'invité de #LaGrandeITW avec Sonia Mabrouk sur #Europe1	“Qatar is the historic sponsor of Hamas, at the request of the government of Israel and the United States (…) It’s a game where everyone plays hypocrisy. They are all responsible for it,” according to Alain Bauer ➡️The professor of criminology, author of “At the end of the investigation. The biggest criminal cases scrutinized” was the guest of #LaGrandeITW with Sonia Mabrouk on #Europe1	“قطر هي الراعي التاريخي لحماس، بناء على طلب من حكومتي إسرائيل والولايات المتحدة (…) إنها لعبة يلعب فيها الجميع النفاق. كلهم مسؤولون عن ذلك"، بحسب آلان باور ➡️أستاذ علم الجريمة ومؤلف كتاب "في نهاية التحقيق. أكبر القضايا الجنائية التي تم فحصها" كان ضيف #LaGrandeITW مع سونيا مبروك على #أوروبا1				
B11	Hebrew	575	MAIN	דיווח: חוסלה ד"ר ג'מילה א-שאנטי, האישה הראשונה בלשכה המדינית של חמאס בעזה https://bit.ly/46xDOTW:=:https://www.ynet.co.il/blogs/gazawar13mor	Report: Dr. Jamila A-Shanti, the first woman in the political office of Hamas in Gaza, has been eliminated https://bit.ly/46xDOTW:=:https://www.ynet.co.il/blogs/gazawar13mor	تقرير: إقصاء الدكتورة جميلة الشنطي أول امرأة في المكتب السياسي لحركة حماس بغزة https://bit.ly/46xDOTW:=:https://www.ynet.co.il/blogs/ gazawar13mor				
B01	English	576	MAIN	IT'S SHOCKING': 'The Morning Show' star blasts Hollywood's 'deafening silence' on antisemitism as Hamas terrorists wage war on Israel. https://trib.al/jDsgHCY:=:https://www.foxnews.com/media/actress-julianna-margulies-slams-hollywoods-deafening-silence-antisemitism	IT'S SHOCKING': 'The Morning Show' star blasts Hollywood's 'deafening silence' on antisemitism as Hamas terrorists wage war on Israel. https://trib.al/jDsgHCY:=:https://www.foxnews.com/media/actress-julianna-margulies-slams-hollywoods-deafening-silence-antisemitism	"إنها صدمة": ينتقد نجم "The Morning Show" "صمت هوليوود الذي يصم الآذان" بشأن معاداة السامية بينما يشن إرهابيو حماس حربًا على إسرائيل. https://trib.al/jDsgHCY:=:https://www.foxnews.com/media/actress-julianna-margulies-slams-hollywoods-deafening-silence-antisemitism				
B01	English	577	MAIN	College campuses across the United States have been at a fever pitch in the past week over statements from students, professors and administrators related to Hamas’ attack on Israel and the ensuing war in Gaza.	College campuses across the United States have been at a fever pitch in the past week over statements from students, professors and administrators related to Hamas’ attack on Israel and the ensuing war in Gaza.	كانت الجامعات في جميع أنحاء الولايات المتحدة في حالة توتر شديد خلال الأسبوع الماضي بسبب تصريحات الطلاب والأساتذة والإداريين المتعلقة بهجوم حماس على إسرائيل والحرب التي تلت ذلك في غزة.				
B10	French	577	MAIN	Retour de l'antisémitisme en Europe ? Dans le contexte du conflit au Proche-Orient entre Israël et le Hamas, les autorités constatent une recrudescence des actes antisémites. Comment l'expliquer ? Quelles réponses apporter ?	Return of anti-Semitism in Europe? In the context of the conflict in the Middle East between Israel and Hamas, the authorities have noted an increase in anti-Semitic acts. How to explain it? What answers should we provide?	عودة معاداة السامية إلى أوروبا؟ وفي سياق الصراع في الشرق الأوسط بين إسرائيل وحماس، لاحظت السلطات زيادة في الأعمال المعادية للسامية. كيف نفسر ذلك؟ ما هي الإجابات التي يجب أن نقدمها؟				
B14	Hindi	577	MAIN	▶️ राष्ट्रपति पुतिन ने इजरायल-हमास युद्ध के लिए अमेरिका को ठहराया जिम्मेदार | देखिए LIVE ▶️ इजरायल की 'कसम', हमास होगा 'भस्म' ! ▶️'गाजा-फिलिस्तीन जिंदाबाद'- असदुद्दीन ओवैसी #ZeeLive #IsraelUnderAttack #IsraelPalestineWar #Israel #Hamas	▶️ President Putin held America responsible for Israel-Hamas war. Watch LIVE ▶️ Israel's 'swear', Hamas will be 'incinerated'! ▶️'Gaza-Palestine Zindabad'- Asaduddin Owaisi #ZeeLive #IsraelUnderAttack #IsraelPalestineWar #Israel #Hamas	◀️الرئيس بوتين حمل أمريكا مسؤولية الحرب بين إسرائيل وحماس. شاهد بث مباشر ◀️ "أقسم" إسرائيل أن حماس سوف "تُحرق"! ◀️"غزة-فلسطين زند آباد"- أسد الدين عويسي #ZeeLive # IsraelUnderAttack # IsraelPalestineWar # Israel #Hamas				
B02	English	578	MAIN	Palestinians walk among the rubble, as they inspect houses destroyed in Israeli strikes during the conflict, amid the temporary cease-fire between #Hamas and #Israel, at Khan Younis refugee camp in the southern #Gaza Strip on Monday.	Palestinians walk among the rubble, as they inspect houses destroyed in Israeli strikes during the conflict, amid the temporary cease-fire between #Hamas and #Israel, at Khan Younis refugee camp in the southern #Gaza Strip on Monday.	فلسطينيون يسيرون بين الأنقاض، وهم يتفقدون المنازل التي دمرتها الغارات الإسرائيلية خلال الصراع، وسط وقف إطلاق النار المؤقت بين حماس وإسرائيل، في مخيم خان يونس للاجئين في جنوب قطاع غزة يوم الاثنين.				
B02	Hindi	578	MAIN	LIVE: हमास की रॉकेट स्ट्राइक Vs इजरायल की एयर स्ट्राइक #Israel #Hamas #WorldNews	LIVE: Hamas' rocket strike vs Israel's air strike #Israel #Hamas #WorldNews	بث مباشر: الضربة الصاروخية لحماس ضد الغارة الجوية الإسرائيلية #إسرائيل #حماس #أخبار العالم				
B02	Arabic	579	MAIN	شاهدان على مجزرة حماس !! شقيقان من عسفيا ناجيان من مجزرة السبت الأسود يتحدثان بشكل استثنائي لقناة مكان عن الفظائع التي ارتكبتها حركة حماس في ذلك اليوم	Two witnesses to the Hamas massacre!! Two brothers from Isfiya, survivors of the Black Saturday massacre, speak exceptionally to Makan TV about the atrocities committed by Hamas that day.	شاهدان على مجزرة حماس !! شقيقان من عسفيا ناجيان من مجزرة السبت الأسود يتحدثان بشكل استثنائي لقناة مكان عن الفظائع التي ارتكبتها حركة حماس في ذلك اليوم				
B02	French	579	MAIN	🔴 COMMUNIQUÉ DU GROUPE PARLEMENTAIRE La France insoumise à l'Assemblée nationale Israël-Palestine : pour une paix juste et durable, stop à l'escalade ! L'offensive armée de forces palestiniennes menée par le Hamas intervient dans un contexte d'intensification de la politique d'occupation israélienne à Gaza, en Cisjordanie et à Jérusalem Est. Nous déplorons les morts israéliens et palestiniens. Nos pensées vont à toutes les victimes. L'escalade actuelle risque d'entraîner un cycle de violences infernales. La France, l'Union européenne et la communauté internationale doivent agir sans délai pour empêcher cet engrenage. Dans l'immédiat, il faut obtenir un cessez-le-feu et la protection des populations. Toutes les parties doivent revenir à la table des négociations. Pour qu'une paix juste et durable voie le jour, les résolutions de l'ONU, à commencer par la fin de la colonisation, doivent être activement mises en œuvre. Nous devons tous et toutes œuvrer dans ce sens.	🔴 PRESS RELEASE FROM THE PARLIAMENTARY GROUP France rebellious at the Israel-Palestine National Assembly: for a just and lasting peace, stop the escalation! The armed offensive by Palestinian forces led by Hamas comes in a context of intensification of the Israeli occupation policy in Gaza, the West Bank and East Jerusalem. We deplore the Israeli and Palestinian deaths. Our thoughts are with all the victims. The current escalation risks leading to a cycle of hellish violence. France, the European Union and the international community must act without delay to prevent this spiral. In the immediate future, a ceasefire and protection of the populations must be obtained. All parties must return to the negotiating table. For a just and lasting peace to emerge, UN resolutions, starting with the end of colonization, must be actively implemented. We must all work in this direction.	🔴 بيان صحفي من المجموعة البرلمانية فرنسا المتمردة في الجمعية الوطنية الإسرائيلية الفلسطينية: من أجل سلام عادل ودائم، أوقفوا التصعيد! ويأتي الهجوم المسلح الذي تشنه القوات الفلسطينية بقيادة حركة حماس، في سياق تكثيف سياسة الاحتلال الإسرائيلي في غزة والضفة الغربية والقدس الشرقية. ونحن نشجب مقتل الإسرائيليين والفلسطينيين. أفكارنا مع جميع الضحايا. ويهدد التصعيد الحالي بالتسبب في دورة من العنف الجهنمي. ويجب على فرنسا والاتحاد الأوروبي والمجتمع الدولي أن يتحركوا دون تأخير لمنع هذه الدوامة. وفي المستقبل القريب، يجب التوصل إلى وقف إطلاق النار وحماية السكان. ويجب على جميع الأطراف العودة إلى طاولة المفاوضات. ولكي يتحقق السلام العادل والدائم، فلابد من تنفيذ قرارات الأمم المتحدة، بدءاً من نهاية الاستعمار، بشكل فعال. وعلينا جميعا أن نعمل في هذا الاتجاه.				
B05	Hebrew	579	MAIN	מבין הדמויות המשפיעות הגדולות בעולם שהביעו תמיכה מוחלטת בישראל במלחמה מול חמאס- יש אחד שבולט במיוחד וראוי לכל הוקרה מצידנו, המתאגרף האגדי פלויד מייוות'ר! One of the most legendary boxers in the world, Floyd Mayweather, fully supports Israel in the war against Hamas. Check out what he did this week for IDF soldiers and residents of the South. Unbelievable! Floyd Mayweather	Among the biggest influential figures in the world who expressed total support for Israel in the war against Hamas - there is one who stands out in particular and deserves all the recognition from our side, the legendary boxer Floyd Mayweather! One of the most legendary boxers in the world, Floyd Mayweather, fully supports Israel in the war against Hamas. Check out what he did this week for IDF soldiers and residents of the South. Unbelievable! Floyd Mayweather	من بين أكبر الشخصيات المؤثرة في العالم التي عبرت عن دعمها الكامل لإسرائيل في الحرب ضد حماس - هناك من يبرز بشكل خاص ويستحق كل التقدير من جانبنا، الملاكم الأسطوري فلويد مايويذر! أحد أكثر الملاكمين الأسطوريين في العالم، فلويد مايويذر، يدعم إسرائيل بالكامل في الحرب ضد حماس. شاهدوا ما فعله هذا الأسبوع لجنود الجيش الإسرائيلي وسكان الجنوب. لا يصدق! فلويد مايويذر جونيور				
B10	Hindi	579	MAIN	- 24 घंटे में 2 अमेरिकी बेस पर हमले - दक्षिणी गाजा में विध्वंस #WarCoverageOnTV9 | #InternationalNews | #IsraelHamasWar	- Attacks on 2 US bases in 24 hours - Demolition in southern Gaza #WarCoverageOnTV9 | #InternationalNews | #IsraelHamasWar	- هجمات على قاعدتين أمريكيتين خلال 24 ساعة - هدم في جنوب غزة #WarCoverageOnTV9 | #أخبار_عالمية | #حرب_إسرائيل_حماس				
B08	French	580	MAIN	Des otages auraient-ils été retenus ici ? Dans ces dizaines de mètres de tunnels, creusés par le Hamas, sous l'hôpital al-Shifa à Gaza même. Dans une chaleur étouffante et un air saturé, Guillaume de Dieuleveult, correspondant du «Figaro», a pu embarquer avec l'armée israélienne au cœur de ce souterrain, une grande première dans Gaza ville, désormais complètement morte. Depuis les attaques du 7 octobre, il ne reste plus rien du Gaza d’autrefois. Tout est détruit. Des explosions se font entendre régulièrement, parfois si proches que la puissance du souffle se fait ressentir.	Could any hostages have been held here? In these tens of meters of tunnels, dug by Hamas, under the al-Shifa hospital in Gaza itself. In stifling heat and saturated air, Guillaume de Dieuleveult, correspondent for “Figaro”, was able to embark with the Israeli army into the heart of this underground, a great first in Gaza city, now completely dead. Since the attacks of October 7, nothing remains of the Gaza of yesteryear. Everything is destroyed. Explosions are heard regularly, sometimes so close that the power of the blast is felt.	هل يمكن أن يتم احتجاز أي رهائن هنا؟ في هذه الأنفاق التي يبلغ طولها عشرات الأمتار، والتي حفرتها حماس، تحت مستشفى الشفاء في غزة نفسها. وسط الحرارة الخانقة والهواء المشبع، تمكن غيوم دو ديوليفولت، مراسل "فيجارو"، من الانطلاق مع الجيش الإسرائيلي إلى قلب هذه المنطقة السرية، وهي سابقة عظيمة في مدينة غزة، التي ماتت الآن بالكامل. منذ هجمات 7 أكتوبر/تشرين الأول، لم يبق شيء من غزة التي كانت في الماضي. تم تدمير كل شيء. تُسمع الانفجارات بانتظام، وأحيانًا تكون قريبة جدًا بحيث يتم الشعور بقوة الانفجار.				
B02	Arabic	581	MAIN	🔴 #عاجل بلاغ مهم الى سكان حي الزيتون 🔴 ناشدنا في الايام الاخيرة سكان مدينة غزة للتوجه جنوبًا الى منطقة جنوب وادي غزة من اجل سلامتهم. والان نناشدكم في حي الزيتون للتوجه جنوبًا. انتم تعرفون ان الحي مكتظ ومليئ بأوكار لحماس ولذلك وحفاظًا على سلامتكم وعلى سلامة عائلاتكم واحبائكم توجهوا الى جنوب وادي غزة. كونوا متاكدين ان قادة حماس يتحصنون ويحاولون حماية أنفسهم	🔴 #Urgent Important notification to the residents of the Zaytoun neighborhood 🔴 In recent days, we have appealed to the residents of Gaza City to go south to the area south of Wadi Gaza for their safety. Now we appeal to you in the Al-Zaytoun neighborhood to head south. You know that the neighborhood is crowded and full of Hamas hideouts, so in order to preserve your safety and the safety of your families and loved ones, head to the south of Wadi Gaza. Be sure that Hamas leaders are holed up and trying to protect themselves	🔴 #عاجل بلاغ مهم الى سكان حي الزيتون 🔴 ناشدنا في الايام الاخيرة سكان مدينة غزة للتوجه جنوبًا الى منطقة جنوب وادي غزة من اجل سلامتهم. والان نناشدكم في حي الزيتون للتوجه جنوبًا. انتم تعرفون ان الحي مكتظ ومليئ بأوكار لحماس ولذلك وحفاظًا على سلامتكم وعلى سلامة عائلاتكم واحبائكم توجهوا الى جنوب وادي غزة. كونوا متاكدين ان قادة حماس يتحصنون ويحاولون حماية أنفسهم				
B09	English	581	MAIN	Ex-Porn Star Mia Khalifa Publicly Fired Over Horrific Hamas Comments https://dailycaller.com/2023/10/09/mia-khalifa-fired-red-light-holland-relationship/	Ex-Porn Star Mia Khalifa Publicly Fired Over Horrific Hamas Comments https://dailycaller.com/2023/10/09/mia-khalifa-fired-red-light-holland-relationship/	طردت نجمة الأفلام الإباحية السابقة ميا خليفة علنا بسبب تعليقات مروعة لحركة حماس https://dailycaller.com/2023/10/09/mia-khalifa-fired-red-light-holland-relationship/				
B11	Hebrew	581	MAIN	אמה ויולי כבר 14 יום בשבי חמאס💔 Bar Barak	Emma and Yuli have been captives of Hamas for 14 days 💔 Bar Barak	إيما ويولي أسيرتان لدى حماس منذ 14 يومًا 💔 بار براك				
B01	English	582	MAIN	🔴 French President Emmanuel Macron calls for ‘coalition’ to fight Hamas during press conference with Israeli PM Benjamin Netanyahu. LIVE updates: aje.io/1skw9f:=:https://www.aljazeera.com/news/liveblog/2023/10/23/israel-hamas-war-live-hundreds-killed-israeli-strikes-gaza	🔴 French President Emmanuel Macron calls for ‘coalition’ to fight Hamas during press conference with Israeli PM Benjamin Netanyahu. LIVE updates: aje.io/1skw9f:=:https://www.aljazeera.com/news/liveblog/2023/10/23/israel-hamas-war-live-hundreds-killed-israeli-strikes-gaza	🔴 الرئيس الفرنسي إيمانويل ماكرون يدعو إلى "التحالف" لمحاربة حماس خلال مؤتمر صحفي مع رئيس الوزراء الإسرائيلي بنيامين نتنياهو. تحديثات مباشرة: aje.io/1skw9f:=:https://www.aljazeera.com/news/liveblog/2023/10/23/israel-hamas-war-live-hundreds-killed-israeli-strikes-gaza				
B02	Hindi	582	MAIN	हमास का हमला..इजरायल का बदला..युद्ध शुरू हो गया नेतन्याहू की सौगंध...महायुद्ध हमास के खात्मे तक, देखिए LIVE #Israel #hamas #Gaza #Palestine #IsraelUnderFire	Hamas attack..Israel's revenge..War has started, Netanyahu swears...the world war will end till the end of Hamas, watch LIVE #Israel #hamas #Gaza #Palestine #IsraelUnderFire	هجوم حماس..انتقام إسرائيل..الحرب بدأت ونتنياهو يقسم...الحرب العالمية ستنتهي حتى نهاية حماس شاهد بث مباشر #إسرائيل #حماس #غزة #فلسطين #إسرائيل تحت النار				
B11	French	582	MAIN	Le député LFI David Guiraud a été accusé d’avoir relativisé les atrocités commises par le Hamas lors d’une conférence qui s’est tenue à Tunis, vendredi dernier. Ce mardi, il a fait son mea culpa.	LFI deputy David Guiraud was accused of having relativized the atrocities committed by Hamas during a conference held in Tunis last Friday. This Tuesday, he made his mea culpa.	واتهم نائب LFI ديفيد غيرو بإضفاء الطابع النسبي على الفظائع التي ارتكبتها حماس خلال مؤتمر عقد في تونس يوم الجمعة الماضي. هذا الثلاثاء، ارتكب خطأه.				
B02	English	583	MAIN	Palestinians in the occupied West Bank have protested the killing of Hamas’s deputy leader Saleh al-Arouri who was targeted by a drone strike in Lebanon ⤵️	Palestinians in the occupied West Bank have protested the killing of Hamas’s deputy leader Saleh al-Arouri who was targeted by a drone strike in Lebanon ⤵️	احتج الفلسطينيون في الضفة الغربية المحتلة على مقتل نائب زعيم حركة حماس صالح العاروري، الذي استهدفته غارة بطائرة بدون طيار في لبنان ⤵️				
B05	Hebrew	583	MAIN	אני שומע כבר כל מיני פרשנים שמתחילים לדבר על הצורך להכיל ולרסן את התקיפות בעזה ולדאוג למסדרון הומניטרי ועוד... בגלל זה אני רוצה להביא לכם קטע מראיון שלי ***לפני כמה חודשים*** כשכבר אז שימו לב מה אמרתי על המחיר הכבד שנשלם אם נמשיך להכיל ואם לא נתחיל לדבר בערבית!!! אם שוב ננסה להכיל ולהיות זהירים ומרוסנים- חמאס יישאר כאן ויתחזק ועוד נקבל אסון גדול יותר בעתיד. אני מתריע שוב!! אסור להכיל, אסור לרסן, ואסור לרחם- לחסל את חמאס אחת ולתמיד!!!	I'm already hearing all kinds of commentators who are starting to talk about the need to contain and curb the attacks in Gaza and take care of a humanitarian corridor and more... That's why I want to bring you an excerpt from my interview *** a few months ago *** even then, notice what I said about the heavy price that was paid If we continue to accommodate and if we don't start speaking Arabic!!! If we again try to contain and be careful and restrained - Hamas will stay here and get stronger and we will have an even bigger disaster in the future. I warn you again!! It is forbidden to contain, it is forbidden to restrain, and it is forbidden to spare - eliminate Hamas once and for all!!!	لقد سمعت بالفعل جميع أنواع المعلقين الذين بدأوا يتحدثون عن الحاجة إلى احتواء وكبح الهجمات في غزة والاهتمام بالممر الإنساني والمزيد... ولهذا السبب أريد أن أقدم لكم مقتطفًا من مقابلتي * ** منذ بضعة أشهر *** وحتى ذلك الحين، لاحظ ما قلته عن الثمن الباهظ الذي تم دفعه إذا واصلنا استيعابنا وإذا لم نبدأ بالتحدث باللغة العربية !!! إذا حاولنا مرة أخرى الاحتواء والحذر وضبط النفس، فإن حماس ستبقى هنا وتزداد قوة، وسنواجه كارثة أكبر في المستقبل. أحذرك مرة أخرى!! ممنوع الاحتواء، ممنوع الكبح، ممنوع الاستغناء - القضاء على حماس نهائياً!!!				
B07	French	583	MAIN	🗣️ "On est heureux de voir quelque chose de positif" Les images exclusives du premier parachutage d’aide humanitaire coordonné par la France et la Jordanie sur Gaza. ⤵	🗣️ “We are happy to see something positive” Exclusive images of the first parachuting of humanitarian aid coordinated by France and Jordan on Gaza. ⤵	🗣️ "نحن سعداء برؤية شيء إيجابي" صور حصرية لأول عملية إنزال للمساعدات الإنسانية بتنسيق من فرنسا والأردن على غزة. ⤵				
B10	Hindi	583	MAIN	हमास का अल अक्सा प्लान... आखिरी वार... नए हथियार #FullandFinal | #InternationalNews | #IsraelHamasWar | #HamasAttack	Hamas's Al Aqsa Plan... Last Attack... New Weapons #FullandFinal | #InternationalNews | #IsraelHamasWar | #HamasAttack	خطة حماس للأقصى.. الهجوم الأخير.. أسلحة جديدة #النهائي_الكامل | #أخبار_عالمية | #حرب_إسرائيل_حماس | #هجوم حماس				
